id,name,value
d8705a54-96f8-429c-9944-61574eb491e8,BUILD_KEY,"char key[128];    \
	snprintf(key, sizeof(key), ""%p.%p"", x1, x2);"
c8f811df-037b-4853-bb87-c4687e9f3e33,TMP_TO_INFO,"((TIMER_INFO *) ((char *) (r) - offsetof(TIMER_INFO, tmp)))"
