id,name,value
136b94f8-9cec-4272-a688-60be3a0ec3a8,AGTYPE_ALPHANUMERIC_CHAR,"(((c) >= 'a' && (c) <= 'z') || ((c) >= 'A' && (c) <= 'Z') || \
     ((c) >= '0' && (c) <= '9') || (c) == '_' || IS_HIGHBIT_SET(c))"
