id,name,path,project_name
273f2bd3-4b42-465f-8591-e1c990be72ad,mptest.c,/mptest/mptest.c,libsql
a00415eb-a5c2-4329-ad69-4c62ee6f4d39,checkSpacing.c,/tool/checkSpacing.c,libsql
3f3504fe-f68b-4a02-9fc8-9cdb679790e5,fuzzershell.c,/tool/fuzzershell.c,libsql
e1c6b5d8-b393-459f-a48d-b7e24be2b746,showdb.c,/tool/showdb.c,libsql
9d4e2fc8-9fde-49e9-95ff-c0cf1459d79d,extract.c,/tool/extract.c,libsql
5c9fd564-ebb8-478b-888e-fe1548bbb54d,rollback-test.c,/tool/rollback-test.c,libsql
08a317a3-cb32-43ce-aaac-58f8fd0e4846,enlargedb.c,/tool/enlargedb.c,libsql
b64a4a4a-5332-41f4-82fb-05eda0b30a03,varint.c,/tool/varint.c,libsql
563e62c2-9c4f-4677-9881-591e8131aff9,srcck1.c,/tool/srcck1.c,libsql
3696c3a4-f353-4cb3-a62b-efb10998af1f,pagesig.c,/tool/pagesig.c,libsql
2e825847-71bd-43e6-b79d-0082a7827a6a,logest.c,/tool/logest.c,libsql
bd25f93a-46d3-400b-8ddc-7df10a81d7d4,showlocks.c,/tool/showlocks.c,libsql
cc3d9ed6-df60-41d6-8d7a-f292f7e91254,showjournal.c,/tool/showjournal.c,libsql
4460b456-9010-4aab-b05c-c8b05c62369e,stripccomments.c,/tool/stripccomments.c,libsql
c95a103f-e446-48e8-96ab-3801476d018f,max-limits.c,/tool/max-limits.c,libsql
965e3431-f5ab-408d-b561-3d53026c881c,showstat4.c,/tool/showstat4.c,libsql
fd4edd1d-1bb9-4f7d-b088-304038df211c,dbhash.c,/tool/dbhash.c,libsql
da94265b-dfaa-4002-9573-135e17aacbb2,mkkeywordhash.c,/tool/mkkeywordhash.c,libsql
4b6c42cb-8f0d-44c5-9b50-48fcdb6ef25d,mksourceid.c,/tool/mksourceid.c,libsql
3e20923e-1d82-4162-a01f-3b6e3d41c28c,lempar.c,/tool/lempar.c,libsql
097c8ca9-05b5-4820-8998-6afcf06d550d,speedtest16.c,/tool/speedtest16.c,libsql
16b7f1ea-90b9-4f7f-813a-6e4dc2f115d4,fast_vacuum.c,/tool/fast_vacuum.c,libsql
a29aefc8-7661-4bf8-a754-d411a314e578,getlock.c,/tool/getlock.c,libsql
ab4cc86d-24e1-4af8-8823-bdb84f50cec5,dbtotxt.c,/tool/dbtotxt.c,libsql
9a5a90e6-3633-4252-964a-98739a7a6a21,speedtest8inst1.c,/tool/speedtest8inst1.c,libsql
e97a5109-f35a-46c1-b506-108d7a127fbe,loadfts.c,/tool/loadfts.c,libsql
