id,name,value
4f8445de-6e38-42b4-b28e-1d3e0b1b31e2,JBN_JSON_FLUSH_BUFFER_SZ,4096
6ee83592-1a45-4f7f-b539-a85604f3cdb2,JBNFIELD,"fid_ = (*(env_))->GetFieldID(env_, clazz_, name_, type_);"
2f449895-8434-4642-88c9-91191de192bc,JBNFIELD2,"fid_ = (*(env_))->GetFieldID(env_, clazz_, name_, type_);  \
  if (!fid_) goto label_;"
