id,name,path,project_name,loc
7b2ecd8a-7640-4b00-943e-b9a3ff05009a,strlastsame_s.c,vendor/safestringlib/safeclib/strlastsame_s.c,citus,153
beb877fd-95d4-4339-9a06-9e8f51b9bfa8,strlastdiff_s.c,vendor/safestringlib/safeclib/strlastdiff_s.c,citus,152
e4873eb6-0b0c-439e-9454-bc98925cb100,strismixedcase_s.c,vendor/safestringlib/safeclib/strismixedcase_s.c,citus,120
ff5f97cf-aa23-4e3a-905e-5bb04aba4610,ignore_handler_s.c,vendor/safestringlib/safeclib/ignore_handler_s.c,citus,72
17dba3b7-7e92-4f76-a51c-7b4001bf5c83,strstr_s.c,vendor/safestringlib/safeclib/strstr_s.c,citus,179
3b7e65a0-7ffa-4f1e-90ea-923095596a9e,strpbrk_s.c,vendor/safestringlib/safeclib/strpbrk_s.c,citus,163
8b751181-1a3d-4b52-b924-d06098f9650c,strispassword_s.c,vendor/safestringlib/safeclib/strispassword_s.c,citus,169
f77f1eba-90f7-4517-b603-9d0d51ffb189,memmove16_s.c,vendor/safestringlib/safeclib/memmove16_s.c,citus,151
5df50752-c440-4997-b781-2c9af9fe7d63,strisuppercase_s.c,vendor/safestringlib/safeclib/strisuppercase_s.c,citus,118
79c03157-36ec-44c7-a112-907872f9405f,strremovews_s.c,vendor/safestringlib/safeclib/strremovews_s.c,citus,164
3b54e972-4ee9-439f-bfb6-a1269e98e90f,memcmp16_s.c,vendor/safestringlib/safeclib/memcmp16_s.c,citus,173
092ee31c-c58a-44de-ae12-0ef96a68ec2f,strzero_s.c,vendor/safestringlib/safeclib/strzero_s.c,citus,103
034b9563-92ef-4dc7-8433-40045e51f8d8,safe_str_constraint.c,vendor/safestringlib/safeclib/safe_str_constraint.c,citus,146
da065643-265e-4465-be42-0ea3d260cfd0,memzero16_s.c,vendor/safestringlib/safeclib/memzero16_s.c,citus,107
86ac8aca-8d1d-4a63-b1b4-41f9e2807917,strtouppercase_s.c,vendor/safestringlib/safeclib/strtouppercase_s.c,citus,115
500b3064-1030-442c-b26d-a744cadb266d,memcpy16_s.c,vendor/safestringlib/safeclib/memcpy16_s.c,citus,151
07865595-bd28-4718-865c-2c63bf94baba,wcsnlen_s.c,vendor/safestringlib/safeclib/wcsnlen_s.c,citus,113
6771a959-a0d7-479c-b9f7-b705dca7cf85,strcasecmp_s.c,vendor/safestringlib/safeclib/strcasecmp_s.c,citus,144
e5f58008-423a-4908-b7e2-e5cf4af8cbe8,wcpcpy_s.c,vendor/safestringlib/safeclib/wcpcpy_s.c,citus,219
ca67e7c9-80b8-44a6-a545-7a7f7979406a,strtok_s.c,vendor/safestringlib/safeclib/strtok_s.c,citus,325
9c146a72-2ef5-4c40-949d-a2d756ec0668,strljustify_s.c,vendor/safestringlib/safeclib/strljustify_s.c,citus,160
94142128-a3e7-4ca3-a733-d8607d6f72a7,strfirstsame_s.c,vendor/safestringlib/safeclib/strfirstsame_s.c,citus,146
8d48f31b-41a8-447d-8a83-e610effaaea5,strcmpfld_s.c,vendor/safestringlib/safeclib/strcmpfld_s.c,citus,143
4002667d-080b-406d-90d5-56767e416c41,strfirstdiff_s.c,vendor/safestringlib/safeclib/strfirstdiff_s.c,citus,143
6da5cdb9-cd9a-43b0-b5f4-c0bcf89ebb02,strspn_s.c,vendor/safestringlib/safeclib/strspn_s.c,citus,170
19aadfec-9693-4835-91b7-a4a688ae3e1c,memset32_s.c,vendor/safestringlib/safeclib/memset32_s.c,citus,105
5056dc1c-d6e2-423c-b5a3-b4ca30902be8,strnlen_s.c,vendor/safestringlib/safeclib/strnlen_s.c,citus,112
a6427948-d3a3-4c99-9455-16dd9e9eded9,mem_primitives_lib.c,vendor/safestringlib/safeclib/mem_primitives_lib.c,citus,855
6f28def7-acb0-4870-95fa-6a68c8a0156e,memmove_s.c,vendor/safestringlib/safeclib/memmove_s.c,citus,149
dc987010-9a71-47b8-a201-0997e94d5e56,strfirstchar_s.c,vendor/safestringlib/safeclib/strfirstchar_s.c,citus,128
0c57c427-7ed3-408a-bea4-57e591815a39,strprefix_s.c,vendor/safestringlib/safeclib/strprefix_s.c,citus,128
8f454686-75bd-442e-8bb5-80fbfceeda39,strisascii_s.c,vendor/safestringlib/safeclib/strisascii_s.c,citus,111
933cc73b-2c4f-4b7a-b9c7-abc3eb84796a,strcat_s.c,vendor/safestringlib/safeclib/strcat_s.c,citus,232
5838afe9-5279-49fd-b78b-8076a2562977,strnterminate_s.c,vendor/safestringlib/safeclib/strnterminate_s.c,citus,113
f4ff03c0-2d28-46b0-98e9-370f483fc91d,strisalphanumeric_s.c,vendor/safestringlib/safeclib/strisalphanumeric_s.c,citus,120
1e3cdb71-83a9-49a3-83c9-d892be3fc678,strcpyfldin_s.c,vendor/safestringlib/safeclib/strcpyfldin_s.c,citus,203
1aaca8ae-715b-4f9d-b2b9-72a99f90a4aa,wmemset_s.c,vendor/safestringlib/safeclib/wmemset_s.c,citus,105
bac137bf-65dc-4e1b-bba1-2f7e28b3d278,memset16_s.c,vendor/safestringlib/safeclib/memset16_s.c,citus,105
f2437ab1-08ff-4b38-8cf7-a93d22bbf850,memcmp_s.c,vendor/safestringlib/safeclib/memcmp_s.c,citus,174
76f07380-2e54-4e90-a2b7-ae3b9271aa04,abort_handler_s.c,vendor/safestringlib/safeclib/abort_handler_s.c,citus,74
66793177-45dd-4af6-9aa7-64f5d98c2ef7,snprintf_support.c,vendor/safestringlib/safeclib/snprintf_support.c,citus,330
193d339b-c548-4472-b8f6-8d489053b9fc,memset_s.c,vendor/safestringlib/safeclib/memset_s.c,citus,105
d0e5baeb-7ac6-48fe-ad4c-95b9d70477ef,wcscat_s.c,vendor/safestringlib/safeclib/wcscat_s.c,citus,226
