id,name,value
4b41662e-459a-4634-afd9-c0b37b6edb31,SKIP_WHILE,{ while(*ptr && (cond)) ptr++; }
1d18b7b7-7e8b-4a11-8134-aec84a536552,SKIP_WHILE,{ while(*ptr && (cond)) ptr++; }
