id,name,value
546d0fd4-b3cc-4e53-876f-789570e53df6,GET_ACTIVE_TRANSACTION_QUERY,"""SELECT * FROM get_all_active_transactions();"""
5c7a9c89-b2c9-430c-947f-d5768a0fbe06,ACTIVE_TRANSACTION_COLUMN_COUNT,7
1b1f38f1-2196-4066-97c2-7d2ff409824d,GLOBAL_PID_NODE_ID_MULTIPLIER,10000000000
